재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기	전기	전전기	
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_BondsIssued	            사채	14,183,144,000,000	12,212,687,000,000	10,616,595,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_Borrowings	            차입부채	2,870,134,000,000	2,654,649,000,000	2,747,637,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_CurrentTaxLiabilities	            당기법인세부채	107,061,000,000	100,241,000,000	88,370,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_DeferredTaxLiabilities	            이연법인세부채	43,030,000,000	0	0
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_DepositsFromCustomers	            예수부채	47,779,704,000,000	44,140,636,000,000	42,958,124,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_DerivativeFinancialLiabilitiesHeldForHedging	            위험회피목적파생상품부채	205,000,000	1,817,000,000	2,161,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_FinancialLiabilitiesAtFairValueThroughProfitOrLoss	            당기손익-공정가치측정금융부채	16,570,000,000	17,769,000,000	18,569,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_Liabilities	            부채총계	66,948,672,000,000	60,997,109,000,000	58,288,020,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_OtherNonfinancialLiabilities	            기타부채	1,912,332,000,000	1,830,775,000,000	1,760,348,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_Provisions	            충당부채	36,492,000,000	38,535,000,000	96,216,000,000
 재무상태표, 기타 - 연결	[105560]	KB금융	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	dart_CashAndDuefromBanks	         현금 및 예치금	34,776,877,000,000	29,869,111,000,000	29,836,311,000,000
 재무상태표, 기타 - 연결	[105560]	KB금융	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	dart_LoansAtAmortisedCost	         상각후원가 측정 대출채권	491,978,044,000,000	472,071,840,000,000	444,805,287,000,000
 재무상태표, 기타 - 연결	[105560]	KB금융	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	entity00688996_AssetsHeldForSaleOfAssetsAbstract	         매각예정자산	174,919,000,000	136,838,000,000	208,230,000,000
 재무상태표, 기타 - 연결	[105560]	KB금융	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	entity00688996_AssetsOfADisposalGroupHeldForSaleOfAssetsAbstract	         매각예정처분자산집단	94,215,000,000	0	0
 재무상태표, 기타 - 연결	[105560]	KB금융	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	entity00688996_FinancialInvestmentsOfAssetsAbstract	         투자금융자산	134,986,677,000,000	131,009,464,000,000	122,199,529,000,000
 재무상태표, 기타 - 연결	[105560]	KB금융	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_Assets	         자산총계	797,923,033,000,000	757,845,532,000,000	715,725,416,000,000
 재무상태표, 기타 - 연결	[105560]	KB금융	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_CurrentTaxAssets	         당기법인세자산	388,589,000,000	339,855,000,000	244,317,000,000
 재무상태표, 기타 - 연결	[105560]	KB금융	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_DeferredTaxAssets	         이연법인세자산	193,034,000,000	278,824,000,000	274,225,000,000
